Date,HPBH:221F003 Stanlow,HPBH:221F011 Stanlow,HPBH:221U829 Stanlow,HPBH:221F004 Stanlow,HPBH:221T028 Stanlow,HPBH:221T035 Stanlow,HPBH:221T044 Stanlow,HPBH:221F008 Stanlow,HPBH:221FT009 Stanlow,HPBH:221T017 Stanlow,HPBH:221Q004 Stanlow,HPBH:221QT004 Stanlow
2022-12-31 22:00:00,2038.323,0.223909525,12.186446413333336,1922.611366666667,375.9802,174.0525,14.2368725,1,1,1,1,1
2022-12-31 22:30:00,2202.5650333333333,0.2239093625,2.726628588888889,2060.518833333333,383.0317142857143,176.12179999999998,14.022642,1,1,1,1,1
2022-12-31 23:00:00,2212.8283333333334,0.2239092,6.471280340740741,2099.003266666667,386.1163857142857,179.29986,12.819823333333332,1,1,1,1,1
2022-12-31 23:30:00,2399.8885,0.2239092,3.857171803448276,2221.0685,392.11168,182.07385,13.240428,1,1,1,1,1
