Date,HPBH:221F003_Optimized,HPBH:221F011_Optimized,HPBH:221U829_Optimized,Success
2022-01-24 01:00:00,1903.8602019020195,100.59758342666665,0.0,True
2022-01-24 01:30:00,1939.5320697702316,102.24383707999999,0.0,True
2022-01-24 02:00:00,1943.4715121898278,99.86169064666662,0.0,True
2022-01-24 02:30:00,1940.8338452560936,97.89398425333331,0.0,True
2022-01-24 03:30:00,1958.996766160393,96.58165547333336,0.0,True
2022-01-24 04:00:00,1949.2503114469512,99.53350400000001,0.0,True
2022-01-24 04:30:00,1932.0206697900271,95.66836799333335,0.0,True
2022-01-24 05:00:00,1944.5173995878242,90.67994455333336,0.0,True
2022-01-24 05:30:00,1976.9491048217292,94.33567147407408,0.0,True
2022-01-24 06:00:00,1942.9583380491613,100.97994344827585,0.0,True
2022-01-24 07:00:00,1976.2055570177251,100.35003662068968,0.0,True
2022-01-24 09:30:00,1923.9000113017637,99.69000246153843,0.0,True
2022-01-24 10:00:00,1933.6331863470161,99.97835303448274,0.0,True
2022-01-24 10:30:00,1949.116833333333,99.8666399230769,0.0,True
2022-01-24 11:00:00,1964.03405446715,99.9708475862069,0.0,True
2022-01-24 11:30:00,1925.7567691430534,100.03408124137931,0.0,True
2022-01-24 12:00:00,1936.3300520241269,99.9856977777778,0.0,True
2022-01-24 12:30:00,1925.8154389369704,99.91427029629628,3.0164558025,True
2022-01-24 14:30:00,1998.4778520125715,100.466394,6.032911605,True
2022-01-24 15:30:00,1939.9967811054942,100.61576193103447,9.0493674075,True
2022-01-24 16:30:00,1929.945275915538,101.70433139999999,12.06582321,True
2022-01-24 17:00:00,2128.3355192639615,104.38340469565216,18.463428666666665,True
2022-01-24 17:30:00,2167.5086073486996,105.61168177777779,16.41193659259259,True
2022-01-24 18:00:00,2178.5881396763125,105.49604638461543,14.360444518518516,True
2022-01-24 20:00:00,2133.203545586644,105.64064622222224,12.308952444444442,True
2022-01-24 20:30:00,2121.758226867149,105.65342827586207,10.25746037037037,True
2022-01-24 21:00:00,2173.611931148248,105.49472150000001,8.205968296296295,True
2022-01-24 21:30:00,2144.2614455042044,105.75546592592592,6.154476222222221,True
2022-01-24 22:00:00,2162.1780383986543,105.83717433333335,4.102984148148147,True
2022-01-24 23:30:00,2112.8909771633503,105.80472753846155,2.0514920740740736,True
2022-01-25 00:00:00,2121.7783525468167,105.9823744,0.0,True
2022-01-25 00:30:00,2117.8907311565995,105.59869007692306,0.0,True
2022-01-25 01:30:00,2134.4318568162303,105.42330792,0.0,True
2022-01-25 06:00:00,2130.5051266132145,105.48370728,0.0,True
2022-01-25 07:00:00,2112.8072934213596,105.33458417391302,0.0,True
2022-01-25 07:30:00,2139.1514450725494,105.01771917241383,4.4641156,True
2022-01-25 08:00:00,2130.6183716577707,105.49389303703707,8.9282312,True
2022-01-25 08:30:00,2133.045778542924,105.58857904,13.3923468,True
2022-01-25 09:00:00,2120.304823063864,105.40489960000001,17.8564624,True
2022-01-25 09:30:00,2112.4748299699313,80.68121813779999,37.277828326666665,True
2022-01-25 10:00:00,2118.0319939760193,40.5111388444,39.18265269333334,True
2022-01-25 10:30:00,2118.422846934338,0.341059551,39.28503656,True
2022-01-25 11:00:00,2140.264013630471,0.3047605225,46.052864946666666,True
2022-01-25 11:30:00,2131.0329161978284,0.268461494,49.04515807333334,True
2022-01-25 12:00:00,2124.052401411243,0.2440270805,64.19254669333333,True
2022-01-25 12:30:00,2111.761067216217,0.219592667,90.72469037333333,True
2022-01-25 13:30:00,2109.200379365747,0.197577359,96.22011452666665,True
2022-01-25 14:30:00,2110.577756534316,0.19504891,102.82467066666666,True
2022-01-25 15:00:00,2130.253623944182,0.18285785699999998,87.54647491333336,True
2022-01-25 15:30:00,2114.1184666666663,0.170666804,80.76352120666668,True
2022-01-25 16:00:00,2118.8073205561755,0.182823606,78.43793514666667,True
2022-01-25 16:30:00,2109.631423185791,0.194980408,87.12733708000002,True
2022-01-25 17:00:00,2120.8340869232725,0.1950153939999999,98.22915601333331,True
2022-01-25 17:30:00,2113.139016802451,0.19505038000000002,98.70253455999999,True
2022-01-25 18:00:00,2112.9066666666663,0.182858592,99.56437138666666,True
2022-01-25 18:30:00,2116.9315179920522,0.170666804,95.57160736666665,True
2022-01-25 19:30:00,2109.381135246545,0.16500328599999992,95.32220194000001,True
2022-01-25 20:00:00,2108.6691526633836,0.1674636984999999,94.38955717333333,True
2022-01-25 20:30:00,2124.72744432658,0.169924111,99.21256543333335,True
2022-01-25 21:00:00,2069.698250217328,0.1702954085,94.20364006666667,True
2022-01-25 21:30:00,2090.8386983924174,0.170666706,97.56495742,True
2022-01-25 22:30:00,2094.2705765556043,0.170666804,94.67249591333332,True
2022-01-25 23:00:00,2114.93137774491,0.17071389299999998,103.30471386666669,True
2022-01-25 23:30:00,2139.277756609089,0.170760982,102.67576979333337,True
2022-01-26 00:30:00,2140.108149696728,0.195048812,86.10060904666665,True
2022-01-26 01:30:00,2101.4993000000004,0.1950626299999999,85.25595390666665,True
2022-01-26 02:00:00,2059.417786864392,0.1950557699999999,84.58722477333333,True
2022-01-26 02:30:00,2072.4296205784085,0.19504891,87.50279239333334,True
2022-01-26 03:30:00,2079.7612986679633,0.170666804,83.12857840000001,True
2022-01-26 04:00:00,2078.682685253923,0.1657507565,81.73169881333332,True
2022-01-26 04:30:00,2095.2145445042615,0.160834709,80.22930916,True
